CODUSU,NRO_HOGAR,PONDERA,Parentesco,Sexo,Edad,Estado_Civil,Cobertura_Medica,Sabe_leer,Lugar_Nac,NIVEL_ED,Trabajo,CAT_OCUP,CAT_INAC,Y
310993,1,1287,2,1,21,1,1,1,4,2,1,3,0,3000
310993,1,1287,3,1,4,5,4,1,2,7,4,0,5,3000
310993,1,1287,3,2,1,5,4,3,1,7,4,0,5,3000
310343,1,1598,1,1,35,2,1,1,1,2,1,3,0,2300
310343,1,1598,2,2,34,2,1,1,3,2,1,2,0,2300
310343,1,1598,3,2,14,5,1,1,1,3,3,0,3,2300
310343,1,1598,3,1,12,5,1,1,1,1,3,0,3,2300
310343,1,1598,3,2,3,5,1,2,1,7,4,0,5,2300
311820,1,1344,1,2,58,3,1,1,3,2,1,3,0,4120
311820,1,1344,3,2,21,5,4,1,1,4,1,3,0,4120
311820,1,1344,3,1,19,5,1,1,1,3,1,3,0,4120
308349,1,1604,1,1,47,2,1,1,1,2,1,3,0,4000
308349,1,1604,2,2,45,2,1,1,1,3,3,0,4,4000
308349,1,1604,3,1,18,5,1,1,1,5,3,0,3,4000
308349,1,1604,3,2,16,5,1,1,1,3,3,0,3,4000
308349,1,1604,3,1,14,5,1,1,1,3,3,0,3,4000
308349,1,1604,3,2,9,5,1,1,1,1,4,0,3,4000
311549,1,1493,1,2,34,3,4,1,1,4,1,3,0,1160
311549,1,1493,3,2,13,5,4,1,1,3,3,0,3,1160
311549,1,1493,3,1,9,5,4,1,1,1,4,0,3,1160
311709,1,1538,1,1,53,2,4,1,2,4,1,1,0,5100
311709,1,1538,2,2,48,2,4,1,2,7,3,0,4,5100
311709,1,1538,3,1,21,5,1,1,2,3,1,3,0,5100
311709,1,1538,3,2,23,5,1,1,2,5,1,3,0,5100
142020,1,1715,1,1,41,5,4,1,1,3,1,3,0,2200
163625,1,1481,1,1,58,1,4,2,3,7,3,0,1,1130
163625,1,1481,2,2,51,1,4,1,3,1,1,2,0,1130
163625,1,1481,3,1,16,5,4,1,1,3,3,0,3,1130
255616,1,1732,1,2,40,2,1,1,3,2,3,0,4,2000
255616,1,1732,3,2,12,5,1,1,1,3,3,0,3,2000
255616,1,1732,3,1,5,5,1,1,1,1,4,0,5,2000
255616,1,1732,2,1,45,2,1,1,1,2,1,3,0,2000
150900,1,1805,1,1,39,1,1,1,1,3,1,3,0,4700
150900,1,1805,2,2,35,1,1,1,4,2,1,3,0,4700
150900,1,1805,3,1,12,5,1,1,1,3,3,0,3,4700
150900,1,1805,3,1,6,5,1,1,1,1,4,0,3,4700
182679,1,1537,1,1,52,5,4,1,3,1,1,2,0,1500
258809,1,1841,1,1,31,1,1,1,1,2,1,3,0,2800
258809,1,1841,2,2,32,1,1,1,1,2,3,0,4,2800
249293,1,1408,1,2,54,4,1,1,3,1,1,2,0,3580
249293,1,1408,3,2,30,5,4,1,1,2,3,0,7,3580
249293,1,1408,3,2,28,1,4,1,1,4,1,3,0,3580
249293,1,1408,5,1,6,5,1,1,1,1,4,0,3,3580
249293,1,1408,5,1,4,5,1,2,1,7,4,0,5,3580
249293,1,1408,3,1,23,5,1,1,1,2,1,3,0,3580
249293,1,1408,5,2,-1,5,1,3,1,7,4,0,5,3580
154200,1,1619,1,1,48,1,1,1,3,3,1,3,0,7600
154200,1,1619,2,2,59,1,1,1,3,3,1,3,0,7600
154200,1,1619,3,2,24,5,1,1,1,5,1,3,0,7600
201353,1,1391,1,2,70,4,1,1,2,2,3,0,1,695
304169,1,1324,1,1,77,2,1,1,3,2,3,0,1,2923
304169,1,1324,3,2,27,5,1,1,1,5,1,3,0,2923
303493,1,1391,1,2,27,5,1,1,1,4,1,3,0,600
303493,1,1391,8,1,25,5,4,1,1,4,3,0,7,600
303493,1,1391,8,1,20,5,1,1,1,3,2,2,0,600
305595,1,1303,1,1,63,1,1,1,3,2,3,0,1,4950
305595,1,1303,2,2,66,1,1,1,3,2,1,2,0,4950
305595,1,1303,9,2,62,4,1,1,3,2,3,0,1,4950
301839,1,1446,1,1,59,2,1,1,3,1,1,3,0,9500
301839,1,1446,2,2,56,2,1,1,3,3,1,2,0,9500
301839,1,1446,3,1,22,5,1,1,1,3,1,3,0,9500
304110,1,1430,1,1,50,1,4,1,1,2,1,2,0,3090
304110,1,1430,2,2,41,1,4,1,1,4,1,2,0,3090
304110,1,1430,3,2,12,5,4,1,1,3,3,0,3,3090
304110,1,1430,3,1,6,5,4,1,1,1,4,0,3,3090
304110,1,1430,3,2,4,5,4,2,1,7,4,0,5,3090
181070,1,1752,1,1,61,2,4,1,3,1,1,2,0,4500
181070,1,1752,2,2,57,2,4,1,3,1,3,0,4,4500
181070,1,1752,3,2,31,5,1,1,1,6,1,3,0,4500
181070,1,1752,3,1,18,5,4,1,1,3,1,3,0,4500
130949,1,1645,1,1,23,5,1,1,1,4,1,3,0,3000
143528,1,1765,1,1,62,2,1,1,3,1,3,0,1,1630
143528,1,1765,2,2,74,2,1,1,3,1,3,0,1,1630
202195,1,1765,1,1,30,1,1,1,2,3,1,3,0,2700
202195,1,1765,2,2,31,1,1,1,3,4,1,3,0,2700
202195,1,1765,3,2,3,5,1,2,1,7,4,0,5,2700
179296,1,1623,1,2,75,4,1,2,3,1,3,0,1,3465
179296,1,1623,3,2,42,5,1,1,3,3,1,3,0,3465
257878,1,1857,1,2,60,1,4,1,2,1,3,0,4,700
257878,1,1857,2,1,50,1,4,1,1,2,1,2,0,700
273966,1,1857,1,1,35,1,4,1,1,1,1,2,0,1644
273966,1,1857,2,2,39,1,4,1,3,4,3,0,4,1644
273966,1,1857,3,1,11,5,4,1,1,1,3,0,3,1644
273966,1,1857,3,2,9,5,1,2,1,1,4,0,3,1644
240141,1,1454,1,1,53,1,4,1,1,4,1,2,0,1800
240141,1,1454,2,2,50,1,4,1,1,4,3,0,1,1800
240141,1,1454,6,2,85,4,1,1,1,2,3,0,1,1800
250796,1,1356,1,2,55,3,4,1,1,2,1,3,0,4100
250796,1,1356,3,1,37,5,4,1,1,3,1,3,0,4100
250796,1,1356,3,1,25,5,4,1,1,3,1,3,0,4100
250796,1,1356,3,2,17,5,4,1,1,3,3,0,3,4100
272380,1,1318,1,1,61,2,4,1,3,2,1,2,0,2800
272380,1,1318,2,2,60,2,4,1,1,2,3,0,4,2800
272380,1,1318,3,2,39,5,4,1,1,4,1,3,0,2800
272380,1,1318,5,2,20,5,4,1,1,5,1,3,0,2800
221652,1,1497,1,1,67,4,1,1,3,2,3,0,1,3510
221652,1,1497,3,2,37,1,1,1,1,4,1,3,0,3510
221652,1,1497,4,1,40,1,4,1,1,2,2,3,0,3510
221652,1,1497,5,1,1,5,1,3,1,7,4,0,5,3510
310617,1,1380,1,2,74,3,1,1,3,1,3,0,1,900
309960,1,1582,1,1,47,2,4,1,1,2,1,2,0,3280
309960,1,1582,2,2,49,2,4,1,1,2,1,3,0,3280
309960,1,1582,3,1,22,5,4,1,1,2,1,3,0,3280
309960,1,1582,3,1,22,1,4,1,1,2,1,2,0,3280
309960,1,1582,3,2,19,5,4,1,1,3,2,0,0,3280
309960,1,1582,4,2,19,1,4,1,1,3,3,0,7,3280
309960,1,1582,5,2,3,5,4,2,1,7,4,0,5,3280
309960,1,1582,5,1,-1,5,4,3,1,7,4,0,5,3280
310405,1,1497,1,1,40,1,4,1,1,2,1,3,0,1244
310405,1,1497,2,2,35,1,4,1,1,2,2,3,0,1244
310405,1,1497,3,2,21,5,4,1,1,3,2,3,0,1244
310405,1,1497,3,2,16,5,4,1,1,2,3,0,6,1244
310405,1,1497,3,2,15,5,4,1,1,3,3,0,3,1244
310405,1,1497,3,1,13,5,4,1,1,1,3,0,3,1244
310405,1,1497,3,2,12,5,4,1,1,1,3,0,3,1244
310405,1,1497,5,1,3,5,4,2,1,7,4,0,5,1244
307953,1,1500,1,2,60,1,1,1,3,2,1,3,0,2050
307953,1,1500,2,1,64,1,1,1,3,2,3,0,1,2050
307953,1,1500,3,1,17,5,4,1,1,3,3,0,3,2050
310224,1,1526,1,2,54,3,1,1,4,2,3,0,1,6650
310224,1,1526,3,2,23,5,1,1,1,4,1,3,0,6650
310224,1,1526,3,2,21,5,1,1,1,4,1,3,0,6650
310224,1,1526,3,1,31,5,4,1,1,2,3,0,7,6650
308967,1,1402,1,2,84,4,1,2,3,7,3,0,1,2550
308967,1,1402,3,1,61,5,4,1,3,2,2,3,0,2550
165347,1,1221,1,2,75,4,1,1,3,2,3,0,1,4144
165347,1,1221,3,1,39,1,4,1,1,5,1,3,0,4144
165347,1,1221,5,2,12,5,1,1,1,1,3,0,3,4144
165347,1,1221,4,2,42,1,4,1,3,4,3,0,4,4144
165347,1,1221,5,1,19,5,4,1,1,3,1,3,0,4144
165347,1,1221,5,2,21,5,4,1,3,4,2,3,0,4144
165347,1,1221,5,2,3,5,4,2,1,7,4,0,5,4144
165347,1,1221,5,2,16,5,4,1,1,3,3,0,7,4144
233719,1,1486,1,1,73,4,1,1,3,2,3,0,1,2900
233719,1,1486,3,1,32,5,4,1,3,2,1,2,0,2900
176496,1,1465,1,1,32,2,4,1,1,2,1,3,0,1800
176496,1,1465,2,2,28,2,4,1,1,2,1,3,0,1800
176496,1,1465,3,1,15,5,4,1,1,3,3,0,3,1800
176496,1,1465,3,1,3,5,4,2,1,7,4,0,5,1800
272342,1,1094,1,2,48,3,4,1,1,2,1,3,0,2474
272342,1,1094,3,2,29,5,4,1,1,5,1,3,0,2474
272342,1,1094,5,2,2,5,4,2,1,7,4,0,5,2474
272342,1,1094,5,1,10,5,4,1,1,1,3,0,3,2474
272342,1,1094,3,2,21,5,4,1,1,2,3,0,4,2474
272342,1,1094,6,2,79,4,1,1,3,1,3,0,1,2474
272342,1,1094,5,1,-1,5,4,3,1,7,4,0,5,2474
134016,1,1398,1,1,64,3,4,1,1,1,3,0,4,0
248814,1,1811,1,1,44,2,1,1,1,2,1,3,0,5000
248814,1,1811,2,2,42,2,1,1,3,2,1,3,0,5000
248814,1,1811,3,1,19,5,1,1,1,3,1,3,0,5000
248814,1,1811,3,2,18,5,1,1,1,4,3,0,7,5000
172673,1,1657,1,1,77,2,1,1,3,1,3,0,1,3750
172673,1,1657,2,2,74,2,1,1,3,1,3,0,1,3750
172673,1,1657,8,1,38,5,4,1,1,2,1,3,0,3750
172673,1,1657,8,2,39,5,4,1,1,3,1,3,0,3750
273494,1,1651,1,1,62,2,1,1,3,2,3,0,1,5000
273494,1,1651,2,2,63,2,1,1,1,6,3,0,4,5000
273494,1,1651,3,2,28,1,1,1,1,5,2,2,0,5000
273494,1,1651,4,1,25,1,4,1,1,3,2,2,0,5000
273494,1,1651,3,1,32,5,1,1,1,4,1,3,0,5000
310371,1,1505,1,2,32,5,1,1,1,4,1,3,0,1800
310371,1,1505,3,2,14,5,1,1,1,3,3,0,3,1800
310371,1,1505,3,2,13,5,1,1,1,3,3,0,3,1800
302853,1,1016,1,2,54,4,1,1,3,1,3,0,1,1150
302853,1,1016,3,1,17,5,1,1,1,3,3,0,3,1150
302853,1,1016,3,2,14,5,1,1,1,3,3,0,3,1150
302853,1,1016,3,2,12,5,1,1,1,1,3,0,3,1150
302853,1,1016,3,2,23,5,4,1,3,3,1,3,0,1150
304071,1,1237,1,2,58,5,1,1,3,2,1,3,0,1656
304071,1,1237,3,1,26,5,4,1,1,5,1,3,0,1656
304257,1,1155,1,2,78,5,1,1,1,3,3,0,1,913
311645,1,987,1,1,21,1,1,1,1,3,1,3,0,2900
311645,1,987,2,2,22,1,1,1,1,3,3,0,7,2900
311645,1,987,3,2,1,5,1,3,1,7,4,0,5,2900
312694,1,987,1,2,24,1,4,1,3,4,1,3,0,680
312694,1,987,2,1,28,1,4,1,3,4,1,2,0,680
312694,1,987,3,2,1,5,4,3,1,7,4,0,5,680
306580,1,1283,1,1,50,4,1,1,1,3,1,3,0,5300
306580,1,1283,3,1,17,5,1,1,1,3,3,0,3,5300
306580,1,1283,3,1,5,5,1,2,1,7,4,0,5,5300
306261,1,1343,1,1,67,2,1,1,3,1,1,2,0,2550
306261,1,1343,2,2,63,2,1,1,3,1,1,2,0,2550
306261,1,1343,3,1,35,5,4,1,1,3,1,4,0,2550
306114,1,1087,1,1,73,2,1,1,4,2,1,4,0,1650
306114,1,1087,2,2,75,2,1,1,4,1,3,0,1,1650
310018,1,1454,1,2,41,3,4,1,1,3,1,3,0,448
310018,1,1454,3,1,16,5,4,1,1,3,3,0,7,448
310018,1,1454,3,1,6,5,4,1,1,1,4,0,7,448
309524,1,1622,1,1,42,2,1,1,1,2,1,3,0,3000
309524,1,1622,2,2,41,2,1,1,1,2,3,0,4,3000
309524,1,1622,3,1,13,5,1,1,1,3,3,0,3,3000
309524,1,1622,3,1,6,5,1,1,1,1,4,0,3,3000
312163,1,1289,1,1,70,4,1,1,4,3,3,0,1,1068
312609,1,1301,1,2,49,5,1,2,1,7,1,3,0,3370
312609,1,1301,3,2,22,5,4,1,1,3,1,3,0,3370
312609,1,1301,5,1,1,5,4,3,1,7,4,0,5,3370
312609,1,1301,3,2,21,5,4,1,1,3,1,3,0,3370
312609,1,1301,5,1,1,5,4,3,1,7,4,0,5,3370
311186,1,1557,1,1,33,1,1,1,1,4,1,3,0,3000
311186,1,1557,2,2,43,1,1,1,1,5,3,0,4,3000
311186,1,1557,3,1,12,5,1,1,1,3,3,0,3,3000
311186,1,1557,3,2,5,5,1,2,1,7,4,0,5,3000
312217,1,1337,1,1,54,1,4,1,1,2,1,3,0,1988
312217,1,1337,2,2,46,1,4,1,3,2,2,0,0,1988
312217,1,1337,3,1,19,5,4,1,1,2,2,0,0,1988
312217,1,1337,3,2,18,5,4,1,1,3,3,0,3,1988
312217,1,1337,3,2,9,5,4,1,1,1,4,0,3,1988
248034,1,1343,1,1,28,5,4,1,4,2,1,3,0,3288
248034,1,1343,8,2,26,1,4,1,4,4,3,0,4,3288
248034,1,1343,9,1,25,1,4,1,3,2,1,3,0,3288
248034,1,1343,9,2,7,5,4,1,1,1,4,0,3,3288
248034,1,1343,9,1,5,5,4,1,1,7,4,0,5,3288
220316,1,1195,1,1,66,2,1,1,4,1,2,2,0,11200
220316,1,1195,2,2,65,2,1,1,4,1,3,0,4,11200
220316,1,1195,3,2,43,5,1,1,1,2,1,3,0,11200
220316,1,1195,3,2,28,5,1,1,1,6,1,3,0,11200
220316,1,1195,9,2,53,5,4,2,4,7,3,0,4,11200
220316,1,1195,5,1,20,5,4,1,1,1,2,3,0,11200
220316,1,1195,5,1,21,5,4,1,1,1,2,3,0,11200
220316,1,1195,5,1,18,5,4,1,1,1,2,3,0,11200
220316,1,1195,5,2,10,5,1,1,1,1,3,0,3,11200
142671,1,1276,1,1,25,1,1,1,1,4,1,3,0,3060
142671,1,1276,2,2,26,1,1,1,1,3,3,0,4,3060
142671,1,1276,3,2,2,5,1,2,1,7,4,0,5,3060
142671,1,1276,3,2,-1,5,1,3,1,7,4,0,5,3060
196598,1,1279,1,2,58,2,1,1,3,1,3,0,4,4450
196598,1,1279,2,1,57,2,1,1,3,1,1,2,0,4450
196598,1,1279,3,1,31,5,1,1,3,2,1,3,0,4450
196598,1,1279,3,2,25,5,1,1,1,4,3,0,4,4450
196598,1,1279,5,2,5,5,1,2,1,7,4,0,5,4450
239801,1,1461,1,1,44,1,4,1,3,3,1,3,0,2688
239801,1,1461,2,2,36,1,4,1,1,2,1,3,0,2688
239801,1,1461,3,1,12,5,4,1,1,1,3,0,3,2688
239801,1,1461,3,2,8,5,4,1,1,1,4,0,3,2688
142641,1,1553,1,1,47,2,4,1,1,2,1,2,0,950
142641,1,1553,2,2,48,2,4,1,3,4,1,2,0,950
140144,1,1305,1,2,61,2,4,1,3,1,3,0,4,1300
140144,1,1305,2,1,69,2,1,1,3,1,3,0,1,1300
140144,1,1305,3,1,32,3,4,1,1,2,1,3,0,1300
140144,1,1305,5,1,9,5,4,1,1,1,4,0,3,1300
140144,1,1305,5,1,11,5,4,1,1,1,3,0,3,1300
129604,1,1245,1,2,60,3,1,1,3,2,1,3,0,2148
129604,1,1245,3,1,23,5,4,1,1,4,2,3,0,2148
129604,1,1245,3,2,31,3,4,1,1,4,1,3,0,2148
129604,1,1245,5,2,11,5,4,1,1,1,3,0,3,2148
129604,1,1245,5,1,3,5,4,2,1,7,4,0,5,2148
259787,1,1164,1,2,62,3,4,1,5,2,3,0,4,4000
259787,1,1164,3,2,27,1,4,1,1,6,1,3,0,4000
259787,1,1164,4,1,27,1,4,1,1,4,1,2,0,4000
303904,1,1756,1,1,50,2,4,1,5,4,1,3,0,3550
303904,1,1756,3,1,23,1,4,1,1,3,1,3,0,3550
303904,1,1756,3,1,19,5,4,1,1,3,3,0,3,3550
303904,1,1756,9,2,20,1,4,1,5,3,3,0,3,3550
306049,1,2096,1,1,40,1,4,1,3,2,1,1,0,6096
306049,1,2096,2,2,38,1,4,1,3,3,3,0,4,6096
306049,1,2096,3,1,19,5,4,1,3,3,1,3,0,6096
306049,1,2096,3,1,13,5,4,1,1,3,3,0,3,6096
306049,1,2096,3,2,1,5,4,3,1,7,4,0,5,6096
306495,1,1910,1,1,53,1,4,1,4,2,1,2,0,800
306495,1,1910,2,2,48,1,4,1,4,2,3,0,4,800
306495,1,1910,3,2,11,5,4,1,1,1,3,0,3,800
305072,1,1643,1,2,76,4,1,1,4,2,3,0,1,5800
305072,1,1643,3,1,48,2,1,1,1,4,3,0,7,5800
305072,1,1643,4,2,50,2,1,1,4,5,3,0,4,5800
305072,1,1643,5,2,22,5,1,1,1,5,1,3,0,5800
305072,1,1643,5,2,20,5,1,1,1,5,1,3,0,5800
305983,1,1520,1,2,37,1,4,1,1,2,3,0,4,576
305983,1,1520,2,1,67,1,4,2,4,7,3,0,7,576
305983,1,1520,3,1,12,5,4,1,1,1,3,0,3,576
305983,1,1520,3,2,11,5,4,1,1,1,3,0,3,576
305983,1,1520,3,1,8,5,4,1,1,1,4,0,3,576
305983,1,1520,3,2,4,5,4,1,1,7,4,0,5,576
305983,1,1520,3,2,1,5,4,3,1,7,4,0,5,576
306103,1,2125,1,1,34,2,1,1,1,3,1,3,0,3650
306103,1,2125,2,2,31,2,1,1,1,3,3,0,4,3650
306103,1,2125,3,2,5,5,1,1,1,7,4,0,5,3650
310955,1,1639,1,1,53,2,4,1,3,2,1,3,0,5500
310955,1,1639,3,1,25,5,1,1,1,4,1,3,0,5500
310955,1,1639,2,2,47,2,4,1,3,2,1,2,0,5500
312436,1,1201,1,1,29,2,1,1,1,3,1,3,0,1200
312436,1,1201,2,2,28,2,1,1,1,3,3,0,4,1200
312436,1,1201,3,2,10,5,1,1,1,1,3,0,3,1200
312436,1,1201,3,2,8,5,1,1,1,1,4,0,3,1200
312436,1,1201,3,2,4,5,1,2,1,7,4,0,5,1200
312436,1,1201,3,2,2,5,1,2,1,7,4,0,5,1200
308381,1,1201,1,1,64,3,1,1,3,2,1,3,0,1340
308381,1,1201,3,2,31,5,1,1,1,1,3,0,1,1340
308587,1,1399,1,2,56,4,1,1,3,1,3,0,1,1900
308587,1,1399,3,2,23,5,1,1,1,3,1,3,0,1900
312048,1,1399,1,2,29,1,4,1,1,4,3,0,4,1340
312048,1,1399,2,1,34,1,4,1,1,3,1,3,0,1340
312048,1,1399,3,2,1,5,4,3,1,7,4,0,5,1340
311338,1,1842,1,1,35,5,1,1,1,5,2,0,0,5200
311338,1,1842,8,1,33,5,1,1,1,5,1,3,0,5200
311338,1,1842,6,2,56,3,1,1,4,4,1,3,0,5200
308563,1,1419,1,2,48,3,4,1,1,2,1,2,0,2830
308563,1,1419,3,2,27,5,1,1,1,3,1,3,0,2830
308563,1,1419,3,1,13,5,4,1,1,3,3,0,3,2830
308563,1,1419,3,2,13,5,4,1,1,1,3,0,3,2830
308563,1,1419,5,1,8,5,1,1,1,1,4,0,3,2830
145043,1,1522,1,1,38,2,1,1,1,4,1,3,0,3400
145043,1,1522,2,2,37,2,1,1,1,3,3,0,4,3400
145043,1,1522,3,1,11,5,1,1,1,1,3,0,3,3400
145043,1,1522,3,2,-1,5,1,3,1,7,4,0,5,3400
274702,1,1287,1,2,51,5,4,1,3,2,1,3,0,1050
271550,1,1326,1,1,23,5,4,1,1,3,1,2,0,1500
212723,1,1260,1,1,74,4,1,1,3,1,1,2,0,2755
137280,1,1330,1,1,57,2,1,1,1,1,1,2,0,3000
137280,1,1330,2,2,51,2,4,1,2,4,3,0,4,3000
137280,1,1330,3,2,25,5,4,1,1,5,3,0,3,3000
137280,1,1330,3,2,18,5,4,1,1,4,3,0,7,3000
189410,1,1330,1,1,43,2,4,1,2,3,1,2,0,3088
189410,1,1330,2,2,35,2,4,1,3,2,1,3,0,3088
189410,1,1330,3,2,14,5,4,1,1,3,3,0,3,3088
189410,1,1330,3,2,8,5,1,1,1,1,4,0,3,3088
145457,1,1157,1,1,73,2,1,1,3,2,3,0,1,1850
145457,1,1157,2,2,76,2,1,1,1,2,3,0,1,1850
202661,1,1230,1,2,83,4,1,1,5,2,3,0,1,1550
179990,1,1416,1,1,45,2,1,1,1,4,1,3,0,5000
179990,1,1416,2,2,42,2,1,1,3,6,3,0,4,5000
179990,1,1416,3,2,10,5,1,1,1,1,3,0,3,5000
179990,1,1416,3,2,14,5,1,1,1,3,3,0,3,5000
179990,1,1416,3,2,4,5,1,2,1,7,4,0,5,5000
129821,1,1475,1,1,36,5,1,1,1,6,1,3,0,9890
129821,1,1475,6,1,78,4,1,1,3,2,3,0,1,9890
302256,1,1249,1,2,52,2,1,1,1,1,3,0,7,2850
302256,1,1249,2,1,65,2,1,1,1,2,1,3,0,2850
302256,1,1249,5,2,20,5,1,1,1,2,2,3,0,2850
301678,1,1247,1,1,70,1,1,1,4,1,3,0,1,1420
301678,1,1247,2,2,65,1,1,2,3,7,1,3,0,1420
301678,1,1247,9,1,55,5,4,1,3,3,2,3,0,1420
305934,1,1283,1,1,64,2,1,1,3,1,3,0,1,7090
305934,1,1283,2,2,65,2,1,1,3,1,3,0,1,7090
305934,1,1283,3,2,36,5,1,1,1,2,1,3,0,7090
305934,1,1283,3,2,26,5,1,1,1,4,1,3,0,7090
305934,1,1283,5,2,10,5,1,1,1,1,3,0,3,7090
305224,1,1226,1,1,75,2,1,2,3,7,3,0,1,1950
305224,1,1226,2,2,69,2,1,2,3,7,3,0,1,1950
302449,1,1480,1,1,39,1,1,1,1,2,1,3,0,13100
302449,1,1480,7,2,60,3,4,1,1,2,3,0,2,13100
302449,1,1480,2,2,37,1,1,1,1,3,1,3,0,13100
302449,1,1480,9,1,36,5,4,1,1,2,1,3,0,13100
302449,1,1480,3,2,11,5,4,1,1,1,3,0,3,13100
302449,1,1480,3,1,4,5,4,2,1,7,4,0,5,13100
302449,1,1480,9,2,18,1,1,1,1,3,3,0,4,13100
302449,1,1480,9,2,16,5,4,1,1,3,3,0,4,13100
302449,1,1480,3,2,16,5,4,1,1,3,3,0,7,13100
302449,1,1480,9,2,1,5,1,3,1,7,4,0,5,13100
302449,1,1480,9,1,18,1,1,1,1,3,1,3,0,13100
303646,1,1668,1,1,35,1,4,1,1,1,1,3,0,6490
303646,1,1668,2,2,40,1,4,2,3,7,3,0,4,6490
303646,1,1668,3,1,17,5,4,1,1,3,3,0,3,6490
303646,1,1668,3,2,8,5,4,1,1,1,4,0,3,6490
310325,1,1732,1,1,35,2,1,1,3,4,1,3,0,2500
310325,1,1732,2,2,34,2,1,1,3,5,1,3,0,2500
310325,1,1732,3,1,3,5,1,2,1,7,4,0,5,2500
307505,1,1367,1,1,55,1,4,1,3,2,1,1,0,9800
307505,1,1367,2,2,49,1,4,1,2,4,1,2,0,9800
307505,1,1367,3,1,24,5,4,1,1,2,1,3,0,9800
307505,1,1367,4,2,25,1,4,1,1,3,1,3,0,9800
307505,1,1367,3,2,23,5,4,1,1,3,1,3,0,9800
307505,1,1367,3,1,22,1,1,1,1,2,1,3,0,9800
307505,1,1367,3,1,3,5,1,2,1,7,4,0,5,9800
307505,1,1367,5,1,3,5,1,2,1,7,4,0,5,9800
307505,1,1367,5,1,-1,5,1,3,1,7,4,0,5,9800
309917,1,1732,1,1,49,2,1,1,1,3,1,2,0,2080
309917,1,1732,2,2,45,2,1,1,3,3,1,3,0,2080
309917,1,1732,3,1,12,5,1,1,1,3,3,0,3,2080
309779,1,1361,1,2,58,4,1,1,1,6,3,0,1,18700
309779,1,1361,3,1,34,2,12,1,1,6,1,1,0,18700
309779,1,1361,4,2,28,2,2,1,1,6,1,3,0,18700
309779,1,1361,6,2,89,4,1,1,1,4,3,0,1,18700
308075,1,1337,1,2,65,2,1,1,4,2,3,0,2,5400
308075,1,1337,2,1,57,2,1,1,4,2,1,2,0,5400
308075,1,1337,3,2,38,5,1,1,1,4,1,3,0,5400
310133,1,1337,1,1,28,1,1,1,4,2,1,3,0,1950
310133,1,1337,2,2,25,1,1,1,4,6,3,0,4,1950
310133,1,1337,3,1,-1,5,1,3,1,7,4,0,5,1950
238712,1,1318,1,2,83,4,1,1,3,1,3,0,1,1800
175321,1,1417,1,2,58,4,4,1,3,1,3,0,1,1015
259343,1,1907,1,2,56,4,4,1,3,2,1,2,0,2470
259343,1,1907,3,1,40,3,4,1,3,3,1,3,0,2470
259343,1,1907,3,2,36,1,1,1,3,5,1,3,0,2470
259343,1,1907,4,1,35,1,1,1,1,2,1,3,0,2470
259343,1,1907,5,1,4,5,1,2,1,7,4,0,5,2470
277015,1,1743,1,2,55,4,4,1,3,2,1,3,0,2800
277015,1,1743,3,1,31,5,4,1,3,2,1,3,0,2800
277015,1,1743,5,1,18,5,4,1,1,3,1,3,0,2800
135548,1,1743,1,1,32,2,1,1,3,2,1,3,0,4500
135548,1,1743,2,2,31,2,1,1,1,4,1,3,0,4500
135548,1,1743,3,2,11,5,1,1,1,1,3,0,3,4500
135548,1,1743,3,2,4,5,1,2,1,7,4,0,5,4500
268979,1,1199,1,1,64,1,4,1,3,2,3,0,4,4046
268979,1,1199,2,2,49,1,4,1,3,4,1,3,0,4046
268979,1,1199,3,2,21,5,4,1,1,3,3,0,3,4046
268979,1,1199,3,2,12,5,4,1,1,1,3,0,3,4046
268979,1,1199,3,2,16,5,4,1,1,3,3,0,3,4046
268979,1,1199,3,2,19,5,4,1,1,3,3,0,7,4046
268979,1,1199,5,2,1,5,1,3,1,7,4,0,5,4046
268979,1,1199,3,1,26,5,4,1,1,3,3,0,6,4046
146782,1,1631,1,1,63,1,1,1,2,4,1,3,0,4800
146782,1,1631,2,2,60,1,1,1,3,2,1,3,0,4800
146782,1,1631,3,1,41,3,4,1,3,2,1,3,0,4800
166347,1,1594,1,1,47,2,1,1,1,1,1,3,0,5940
166347,1,1594,2,2,68,2,1,1,1,1,3,0,4,5940
166347,1,1594,3,1,22,5,1,1,1,3,2,3,0,5940
166347,1,1594,3,1,18,5,1,1,1,3,3,0,3,5940
166347,1,1594,3,1,21,5,1,1,1,3,1,3,0,5940
166347,1,1594,3,2,14,5,1,1,1,3,3,0,3,5940
145121,1,1504,1,1,49,1,4,1,4,1,1,3,0,7600
145121,1,1504,2,2,38,1,1,1,4,3,1,3,0,7600
145121,1,1504,3,1,19,5,1,1,4,3,3,0,4,7600
145121,1,1504,3,1,16,5,1,1,4,1,3,0,4,7600
289306,1,1504,1,2,51,1,4,1,4,1,1,3,0,2500
289306,1,1504,2,1,50,1,4,1,4,1,1,3,0,2500
289306,1,1504,3,2,23,5,4,1,4,5,1,3,0,2500
289306,1,1504,3,2,17,5,4,1,4,3,3,0,3,2500
289306,1,1504,3,2,14,5,4,1,4,3,3,0,3,2500
289306,1,1504,3,2,12,5,4,1,4,1,3,0,3,2500
289306,1,1504,3,2,12,5,4,1,4,1,3,0,3,2500
174954,1,1628,1,1,66,4,1,1,1,6,1,3,0,3850
